"cvss3_score","Architecture","Version","cve","detection_time","Title","condition","external_references","updated","cvss2_score","severity","published","Name"
7.8,"x64","2016","CVE-2020-1582","2023-09-07T21:58:46+00:00","CVE-2020-1582 affects Access version 2016","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2020-1582"",""https://nvd.nist.gov/vuln/detail/CVE-2020-1582""]","2021-07-21",6.8,"High","2020-08-17","Access version 2016"
8.8,"x64","2016","CVE-2020-0760","2023-09-07T21:58:46+00:00","CVE-2020-0760 affects Access version 2016","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2020-0760"",""https://nvd.nist.gov/vuln/detail/CVE-2020-0760""]","2021-07-21",6.8,"High","2020-04-15","Access version 2016"
0,"x64","2016","CVE-2015-2503","2023-09-07T21:58:46+00:00","CVE-2015-2503 affects Access version 2016","Version match","[""http://www.securitytracker.com/id/1034122"",""http://www.securitytracker.com/id/1034119"",""http://www.securitytracker.com/id/1034117"",""https://docs.microsoft.com/en-us/security-updates/securitybulletins/2015/ms15-116"",""https://nvd.nist.gov/vuln/detail/CVE-2015-2503""]","2018-10-12",9.3,"High","2015-11-11","Access version 2016"
7.8,"x64","2016","CVE-2018-8312","2023-09-07T21:58:46+00:00","CVE-2018-8312 affects Access version 2016","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2018-8312"",""http://www.securitytracker.com/id/1041254"",""http://www.securityfocus.com/bid/104645"",""https://nvd.nist.gov/vuln/detail/CVE-2018-8312""]","2020-08-24",9.3,"High","2018-07-11","Access version 2016"
7.8,"x64","2016","CVE-2018-0903","2023-09-07T21:58:46+00:00","CVE-2018-0903 affects Access version 2016","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2018-0903"",""http://www.securitytracker.com/id/1040503"",""http://www.securityfocus.com/bid/103315"",""https://nvd.nist.gov/vuln/detail/CVE-2018-0903""]","2020-08-24",6.8,"High","2018-03-14","Access version 2016"
7.5,"x86","1.40.4","CVE-2021-41277","2023-08-10T05:36:48+00:00","CVE-2021-41277 affects Metabase version 1.40.4","Version match","[""https://github.com/metabase/metabase/commit/042a36e49574c749f944e19cf80360fd3dc322f0"",""https://github.com/metabase/metabase/security/advisories/GHSA-w73v-6p7p-fpfr"",""https://nvd.nist.gov/vuln/detail/CVE-2021-41277""]","2023-07-17",5,"High","2021-11-17","Metabase version 1.40.4"
9.6,"x86","1.40.4","CVE-2023-32680","2023-08-10T05:36:48+00:00","CVE-2023-32680 affects Metabase version 1.40.4","greater than or equal 1.0.0 and less than 1.44.7","[""https://github.com/metabase/metabase/pull/30852"",""https://github.com/metabase/metabase/security/advisories/GHSA-mw6j-f894-4qxv"",""https://github.com/metabase/metabase/pull/30853"",""https://github.com/metabase/metabase/pull/30854"",""https://nvd.nist.gov/vuln/detail/CVE-2023-32680""]","2023-05-26",0,"Critical","2023-05-18","Metabase version 1.40.4"
6.3,"x86","1.40.4","CVE-2023-23629","2023-08-10T05:36:48+00:00","CVE-2023-23629 affects Metabase version 1.40.4","greater than or equal 1.0.0 and less than 1.43.7.1","[""https://github.com/metabase/metabase/security/advisories/GHSA-ch8f-hhq9-7gv5"",""https://nvd.nist.gov/vuln/detail/CVE-2023-23629""]","2023-02-07",0,"Medium","2023-01-28","Metabase version 1.40.4"
4.1,"x86","1.40.4","CVE-2023-23628","2023-08-10T05:36:48+00:00","CVE-2023-23628 affects Metabase version 1.40.4","greater than or equal 1.0.0 and less than 1.43.7.1","[""https://github.com/metabase/metabase/security/advisories/GHSA-492f-qxr3-9rrv"",""https://nvd.nist.gov/vuln/detail/CVE-2023-23628""]","2023-02-06",0,"Medium","2023-01-28","Metabase version 1.40.4"
5.4,"x86","1.40.4","CVE-2022-24855","2023-08-10T05:36:48+00:00","CVE-2022-24855 affects Metabase version 1.40.4","greater than or equal 1.40.0 and less than 1.40.8","[""https://github.com/metabase/metabase/security/advisories/GHSA-wjw6-wm9w-7ggr"",""https://github.com/metabase/metabase/releases/tag/v0.42.4"",""https://nvd.nist.gov/vuln/detail/CVE-2022-24855""]","2022-04-22",3.5,"Medium","2022-04-14","Metabase version 1.40.4"
5.3,"x86","1.40.4","CVE-2022-24853","2023-08-10T05:36:48+00:00","CVE-2022-24853 affects Metabase version 1.40.4","greater than or equal 1.40.0 and less than 1.40.8","[""https://www.qomplx.com/qomplx-knowledge-ntlm-relay-attacks-explained/"",""https://github.com/metabase/metabase/security/advisories/GHSA-5cfq-582c-c38m"",""https://secure77.de/metabase-ntlm-relay-attack/"",""https://nvd.nist.gov/vuln/detail/CVE-2022-24853""]","2022-04-22",2.6,"Medium","2022-04-14","Metabase version 1.40.4"
8.8,"x64","2019","CVE-2023-33153","2023-09-07T21:58:46+00:00","CVE-2023-33153 affects Office version 2019","Version match","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-33153"",""https://nvd.nist.gov/vuln/detail/CVE-2023-33153""]","2023-07-14",0,"High","2023-07-11","Office version 2019"
7.8,"x64","2019","CVE-2023-33152","2023-09-07T21:58:46+00:00","CVE-2023-33152 affects Office version 2019","Version match","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-33152"",""https://nvd.nist.gov/vuln/detail/CVE-2023-33152""]","2023-07-13",0,"High","2023-07-11","Office version 2019"
6.5,"x64","2019","CVE-2023-33151","2023-09-07T21:58:46+00:00","CVE-2023-33151 affects Office version 2019","Version match","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-33151"",""https://nvd.nist.gov/vuln/detail/CVE-2023-33151""]","2023-07-14",0,"Medium","2023-07-11","Office version 2019"
9.6,"x64","2019","CVE-2023-33150","2023-09-07T21:58:46+00:00","CVE-2023-33150 affects Office version 2019","Version match","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-33150"",""https://nvd.nist.gov/vuln/detail/CVE-2023-33150""]","2023-07-14",0,"Critical","2023-07-11","Office version 2019"
7.8,"x64","2019","CVE-2023-33149","2023-09-07T21:58:46+00:00","CVE-2023-33149 affects Office version 2019","Version match","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-33149"",""https://nvd.nist.gov/vuln/detail/CVE-2023-33149""]","2023-07-13",0,"High","2023-07-11","Office version 2019"
7.8,"x64","2019","CVE-2022-37962","2023-09-07T21:58:46+00:00","CVE-2022-37962 affects Office version 2019","Version match","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-37962"",""https://nvd.nist.gov/vuln/detail/CVE-2022-37962""]","2023-04-11",0,"High","2022-09-13","Office version 2019"
7.8,"x64","2019","CVE-2022-29109","2023-09-07T21:58:46+00:00","CVE-2022-29109 affects Office version 2019","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-29109"",""https://nvd.nist.gov/vuln/detail/CVE-2022-29109""]","2022-10-05",6.8,"High","2022-05-10","Office version 2019"
7.8,"x64","2019","CVE-2022-22003","2023-09-07T21:58:46+00:00","CVE-2022-22003 affects Office version 2019","Version match","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-22003"",""https://nvd.nist.gov/vuln/detail/CVE-2022-22003""]","2023-06-29",6.8,"High","2022-02-09","Office version 2019"
7.8,"x64","2019","CVE-2021-1711","2023-09-07T21:58:46+00:00","CVE-2021-1711 affects Office version 2019","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-1711"",""https://nvd.nist.gov/vuln/detail/CVE-2021-1711""]","2021-01-19",9.3,"High","2021-01-12","Office version 2019"
7.8,"x64","2019","CVE-2023-35371","2023-09-07T21:58:46+00:00","CVE-2023-35371 affects Office version 2019","Version match","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35371"",""https://nvd.nist.gov/vuln/detail/CVE-2023-35371""]","2023-08-10",0,"High","2023-08-08","Office version 2019"
7.8,"x64","2019","CVE-2023-23399","2023-09-07T21:58:46+00:00","CVE-2023-23399 affects Office version 2019","Version match","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23399"",""https://nvd.nist.gov/vuln/detail/CVE-2023-23399""]","2023-04-11",0,"High","2023-03-14","Office version 2019"
7.8,"x64","2019","CVE-2022-38048","2023-09-07T21:58:46+00:00","CVE-2022-38048 affects Office version 2019","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-38048"",""https://nvd.nist.gov/vuln/detail/CVE-2022-38048""]","2022-10-12",0,"High","2022-10-11","Office version 2019"
5.5,"x64","2019","CVE-2022-24462","2023-09-07T21:58:46+00:00","CVE-2022-24462 affects Office version 2019","Version match","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-24462"",""https://nvd.nist.gov/vuln/detail/CVE-2022-24462""]","2023-06-29",4.3,"Medium","2022-03-09","Office version 2019"
7.8,"x64","2019","CVE-2021-42292","2023-09-07T21:58:46+00:00","CVE-2021-42292 affects Office version 2019","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-42292"",""https://nvd.nist.gov/vuln/detail/CVE-2021-42292""]","2023-08-08",6.8,"High","2021-11-10","Office version 2019"
7.8,"x64","2019","CVE-2021-40442","2023-09-07T21:58:47+00:00","CVE-2021-40442 affects Office version 2019","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-40442"",""https://nvd.nist.gov/vuln/detail/CVE-2021-40442""]","2021-11-10",6.8,"High","2021-11-10","Office version 2019"
8.8,"x64","2019","CVE-2021-34501","2023-09-07T21:58:47+00:00","CVE-2021-34501 affects Office version 2019","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-34501"",""https://www.zerodayinitiative.com/advisories/ZDI-21-969/"",""https://nvd.nist.gov/vuln/detail/CVE-2021-34501""]","2021-09-20",6.8,"High","2021-07-14","Office version 2019"
7.8,"x64","2019","CVE-2021-31941","2023-09-07T21:58:47+00:00","CVE-2021-31941 affects Office version 2019","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-31941"",""https://www.zerodayinitiative.com/advisories/ZDI-21-669/"",""https://nvd.nist.gov/vuln/detail/CVE-2021-31941""]","2023-08-01",6.8,"High","2021-06-08","Office version 2019"
7.8,"x64","2019","CVE-2021-31940","2023-09-07T21:58:47+00:00","CVE-2021-31940 affects Office version 2019","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-31940"",""https://nvd.nist.gov/vuln/detail/CVE-2021-31940""]","2023-08-01",6.8,"High","2021-06-08","Office version 2019"
7.8,"x64","2019","CVE-2021-31180","2023-09-07T21:58:47+00:00","CVE-2021-31180 affects Office version 2019","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-31180"",""https://nvd.nist.gov/vuln/detail/CVE-2021-31180""]","2021-05-18",6.8,"High","2021-05-11","Office version 2019"
7.8,"x64","2019","CVE-2021-31179","2023-09-07T21:58:47+00:00","CVE-2021-31179 affects Office version 2019","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-31179"",""https://nvd.nist.gov/vuln/detail/CVE-2021-31179""]","2023-08-02",6.8,"High","2021-05-11","Office version 2019"
5.5,"x64","2019","CVE-2021-31178","2023-09-07T21:58:47+00:00","CVE-2021-31178 affects Office version 2019","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-31178"",""https://nvd.nist.gov/vuln/detail/CVE-2021-31178""]","2023-08-02",4.3,"Medium","2021-05-11","Office version 2019"
7.8,"x64","2019","CVE-2021-31177","2023-09-07T21:58:47+00:00","CVE-2021-31177 affects Office version 2019","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-31177"",""https://www.zerodayinitiative.com/advisories/ZDI-21-576/"",""https://nvd.nist.gov/vuln/detail/CVE-2021-31177""]","2021-05-17",6.8,"High","2021-05-11","Office version 2019"
7.8,"x64","2019","CVE-2021-31176","2023-09-07T21:58:47+00:00","CVE-2021-31176 affects Office version 2019","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-31176"",""https://www.zerodayinitiative.com/advisories/ZDI-21-575/"",""https://nvd.nist.gov/vuln/detail/CVE-2021-31176""]","2023-08-02",6.8,"High","2021-05-11","Office version 2019"
7.8,"x64","2019","CVE-2021-31175","2023-09-07T21:58:47+00:00","CVE-2021-31175 affects Office version 2019","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-31175"",""https://www.zerodayinitiative.com/advisories/ZDI-21-580/"",""https://nvd.nist.gov/vuln/detail/CVE-2021-31175""]","2023-08-02",6.8,"High","2021-05-11","Office version 2019"
5.5,"x64","2019","CVE-2021-31174","2023-09-07T21:58:47+00:00","CVE-2021-31174 affects Office version 2019","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-31174"",""https://nvd.nist.gov/vuln/detail/CVE-2021-31174""]","2023-08-02",2.1,"Medium","2021-05-11","Office version 2019"
5.5,"x64","2019","CVE-2021-28456","2023-09-07T21:58:47+00:00","CVE-2021-28456 affects Office version 2019","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-28456"",""https://nvd.nist.gov/vuln/detail/CVE-2021-28456""]","2021-04-20",4.3,"Medium","2021-04-13","Office version 2019"
7.8,"x64","2019","CVE-2021-28454","2023-09-07T21:58:47+00:00","CVE-2021-28454 affects Office version 2019","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-28454"",""https://www.zerodayinitiative.com/advisories/ZDI-21-410/"",""https://nvd.nist.gov/vuln/detail/CVE-2021-28454""]","2021-04-20",6.8,"High","2021-04-13","Office version 2019"
7.8,"x64","2019","CVE-2021-28453","2023-09-07T21:58:47+00:00","CVE-2021-28453 affects Office version 2019","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-28453"",""https://www.zerodayinitiative.com/advisories/ZDI-21-423/"",""https://nvd.nist.gov/vuln/detail/CVE-2021-28453""]","2021-06-04",6.8,"High","2021-04-13","Office version 2019"
7.8,"x64","2019","CVE-2021-28452","2023-09-07T21:58:47+00:00","CVE-2021-28452 affects Office version 2019","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-28452"",""https://nvd.nist.gov/vuln/detail/CVE-2021-28452""]","2022-05-03",6.8,"High","2021-04-13","Office version 2019"
7.8,"x64","2019","CVE-2021-28449","2023-09-07T21:58:47+00:00","CVE-2021-28449 affects Office version 2019","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-28449"",""https://nvd.nist.gov/vuln/detail/CVE-2021-28449""]","2021-04-21",6.8,"High","2021-04-13","Office version 2019"
7.8,"x64","2019","CVE-2021-27057","2023-09-07T21:58:47+00:00","CVE-2021-27057 affects Office version 2019","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-27057"",""https://www.zerodayinitiative.com/advisories/ZDI-21-334/"",""https://nvd.nist.gov/vuln/detail/CVE-2021-27057""]","2021-03-23",6.8,"High","2021-03-11","Office version 2019"
7.8,"x64","2019","CVE-2021-27056","2023-09-07T21:58:47+00:00","CVE-2021-27056 affects Office version 2019","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-27056"",""https://www.zerodayinitiative.com/advisories/ZDI-21-333/"",""https://nvd.nist.gov/vuln/detail/CVE-2021-27056""]","2021-03-23",6.8,"High","2021-03-11","Office version 2019"
7,"x64","2019","CVE-2021-27055","2023-09-07T21:58:47+00:00","CVE-2021-27055 affects Office version 2019","Version match","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-27055"",""https://nvd.nist.gov/vuln/detail/CVE-2021-27055""]","2021-03-16",6.8,"High","2021-03-11","Office version 2019"
